,Sigla,Início Vigência,Fim Vigência,Subgrupo,Modalidade,Posto,Unidade,TUSD,TE
220221,Enel CE,2022-04-22,2022-07-12,A4,Verde,Ponta,R$/MWh,1520.02,467.27
220346,Enel CE,2022-07-13,2023-04-21,A3,Azul APE,Fora ponta,R$/kW,8.53,0.0
220347,Enel CE,2022-07-13,2023-04-21,A3,Azul APE,Fora ponta,R$/MWh,10.96,0.0
220350,Enel CE,2022-07-13,2023-04-21,A3,Azul,Fora ponta,R$/kW,8.53,0.0
220351,Enel CE,2022-07-13,2023-04-21,A3,Azul,Fora ponta,R$/MWh,51.59,281.29
220356,Enel CE,2022-07-13,2023-04-21,A3,Azul APE,Ponta,R$/kW,17.69,0.0
220357,Enel CE,2022-07-13,2023-04-21,A3,Azul APE,Ponta,R$/MWh,10.96,0.0
220360,Enel CE,2022-07-13,2023-04-21,A3,Azul,Ponta,R$/kW,17.69,0.0
220361,Enel CE,2022-07-13,2023-04-21,A3,Azul,Ponta,R$/MWh,51.59,453.12
220368,Enel CE,2022-07-13,2023-04-21,A4,Azul APE,Fora ponta,R$/kW,22.76,0.0
220369,Enel CE,2022-07-13,2023-04-21,A4,Azul APE,Fora ponta,R$/MWh,28.04,0.0
220372,Enel CE,2022-07-13,2023-04-21,A4,Azul,Fora ponta,R$/kW,22.76,0.0
220373,Enel CE,2022-07-13,2023-04-21,A4,Azul,Fora ponta,R$/MWh,77.86,281.29
220377,Enel CE,2022-07-13,2023-04-21,A4,Azul APE,Ponta,R$/kW,57.59,0.0
220379,Enel CE,2022-07-13,2023-04-21,A4,Azul APE,Ponta,R$/MWh,28.04,0.0
220381,Enel CE,2022-07-13,2023-04-21,A4,Azul,Ponta,R$/kW,57.59,0.0
220383,Enel CE,2022-07-13,2023-04-21,A4,Azul,Ponta,R$/MWh,77.86,453.12
220405,Enel CE,2022-07-13,2023-04-21,A4,Verde APE,Fora ponta,R$/MWh,28.04,0.0
220407,Enel CE,2022-07-13,2023-04-21,A4,Verde,Fora ponta,R$/MWh,77.86,281.29
220412,Enel CE,2022-07-13,2023-04-21,A4,Verde APE,Não se aplica,R$/kW,22.76,0.0
220414,Enel CE,2022-07-13,2023-04-21,A4,Verde,Não se aplica,R$/kW,22.76,0.0
220415,Enel CE,2022-07-13,2023-04-21,A4,Verde APE,Ponta,R$/MWh,1424.67,0.0
220417,Enel CE,2022-07-13,2023-04-21,A4,Verde,Ponta,R$/MWh,1474.49,453.12
220542,Enel CE,2023-04-22,2024-04-21,A3,Azul APE,Fora ponta,R$/kW,10.43,0.0
220543,Enel CE,2023-04-22,2024-04-21,A3,Azul APE,Fora ponta,R$/MWh,10.09,0.0
220546,Enel CE,2023-04-22,2024-04-21,A3,Azul,Fora ponta,R$/kW,10.43,0.0
220547,Enel CE,2023-04-22,2024-04-21,A3,Azul,Fora ponta,R$/MWh,52.32,282.61
220552,Enel CE,2023-04-22,2024-04-21,A3,Azul APE,Ponta,R$/kW,14.94,0.0
220553,Enel CE,2023-04-22,2024-04-21,A3,Azul APE,Ponta,R$/MWh,10.09,0.0
220556,Enel CE,2023-04-22,2024-04-21,A3,Azul,Ponta,R$/kW,14.94,0.0
220557,Enel CE,2023-04-22,2024-04-21,A3,Azul,Ponta,R$/MWh,52.32,461.09
220563,Enel CE,2023-04-22,2024-04-21,A4,Azul APE,Fora ponta,R$/kW,21.58,0.0
220565,Enel CE,2023-04-22,2024-04-21,A4,Azul APE,Fora ponta,R$/MWh,30.1,0.0
220567,Enel CE,2023-04-22,2024-04-21,A4,Azul,Fora ponta,R$/kW,21.58,0.0
220569,Enel CE,2023-04-22,2024-04-21,A4,Azul,Fora ponta,R$/MWh,85.69,283.38
220573,Enel CE,2023-04-22,2024-04-21,A4,Azul APE,Ponta,R$/kW,43.06,0.0
220575,Enel CE,2023-04-22,2024-04-21,A4,Azul APE,Ponta,R$/MWh,30.1,0.0
220577,Enel CE,2023-04-22,2024-04-21,A4,Azul,Ponta,R$/kW,43.06,0.0
220579,Enel CE,2023-04-22,2024-04-21,A4,Azul,Ponta,R$/MWh,85.69,461.87
220601,Enel CE,2023-04-22,2024-04-21,A4,Verde APE,Fora ponta,R$/MWh,30.1,0.0
220603,Enel CE,2023-04-22,2024-04-21,A4,Verde,Fora ponta,R$/MWh,85.69,283.38
220607,Enel CE,2023-04-22,2024-04-21,A4,Verde APE,Não se aplica,R$/kW,21.58,0.0
220609,Enel CE,2023-04-22,2024-04-21,A4,Verde,Não se aplica,R$/kW,21.58,0.0
220611,Enel CE,2023-04-22,2024-04-21,A4,Verde APE,Ponta,R$/MWh,1074.8,0.0
220613,Enel CE,2023-04-22,2024-04-21,A4,Verde,Ponta,R$/MWh,1130.38,461.87
220738,Enel CE,2024-04-22,2025-04-21,A3,Azul APE,Fora ponta,R$/kW,11.63,0.0
220739,Enel CE,2024-04-22,2025-04-21,A3,Azul APE,Fora ponta,R$/MWh,8.55,0.0
220742,Enel CE,2024-04-22,2025-04-21,A3,Azul,Fora ponta,R$/kW,11.63,0.0
220744,Enel CE,2024-04-22,2025-04-21,A3,Azul,Fora ponta,R$/MWh,49.39,258.49
220748,Enel CE,2024-04-22,2025-04-21,A3,Azul APE,Ponta,R$/kW,16.38,0.0
220749,Enel CE,2024-04-22,2025-04-21,A3,Azul APE,Ponta,R$/MWh,8.55,0.0
220752,Enel CE,2024-04-22,2025-04-21,A3,Azul,Ponta,R$/kW,16.38,0.0
220754,Enel CE,2024-04-22,2025-04-21,A3,Azul,Ponta,R$/MWh,49.39,406.46
220760,Enel CE,2024-04-22,2025-04-21,A4,Azul APE,Fora ponta,R$/kW,22.65,0.0
220761,Enel CE,2024-04-22,2025-04-21,A4,Azul APE,Fora ponta,R$/MWh,25.15,0.0
220764,Enel CE,2024-04-22,2025-04-21,A4,Azul,Fora ponta,R$/kW,22.65,0.0
220766,Enel CE,2024-04-22,2025-04-21,A4,Azul,Fora ponta,R$/MWh,81.3,259.69
220770,Enel CE,2024-04-22,2025-04-21,A4,Azul APE,Ponta,R$/kW,45.12,0.0
220771,Enel CE,2024-04-22,2025-04-21,A4,Azul APE,Ponta,R$/MWh,25.15,0.0
220774,Enel CE,2024-04-22,2025-04-21,A4,Azul,Ponta,R$/kW,45.12,0.0
220776,Enel CE,2024-04-22,2025-04-21,A4,Azul,Ponta,R$/MWh,81.3,407.66
220795,Enel CE,2024-04-22,2025-04-21,A4,Verde APE,Fora ponta,R$/MWh,25.15,0.0
220798,Enel CE,2024-04-22,2025-04-21,A4,Verde,Fora ponta,R$/MWh,81.3,259.69
220802,Enel CE,2024-04-22,2025-04-21,A4,Verde APE,Não se aplica,R$/kW,22.65,0.0
220804,Enel CE,2024-04-22,2025-04-21,A4,Verde,Não se aplica,R$/kW,22.65,0.0
220806,Enel CE,2024-04-22,2025-04-21,A4,Verde APE,Ponta,R$/MWh,1120.83,0.0
220808,Enel CE,2024-04-22,2025-04-21,A4,Verde,Ponta,R$/MWh,1176.99,407.66
220932,Enel GO,2021-10-22,2022-10-21,A2,Azul APE,Fora ponta,R$/kW,8.79,0.0
220934,Enel GO,2021-10-22,2022-10-21,A2,Azul APE,Fora ponta,R$/MWh,8.67,0.0
220936,Enel GO,2021-10-22,2022-10-21,A2,Azul,Fora ponta,R$/kW,8.79,0.0
220938,Enel GO,2021-10-22,2022-10-21,A2,Azul,Fora ponta,R$/MWh,65.64,287.91
220940,Enel GO,2021-10-22,2022-10-21,A2,Azul APE,Ponta,R$/kW,12.54,0.0
220942,Enel GO,2021-10-22,2022-10-21,A2,Azul APE,Ponta,R$/MWh,8.67,0.0
220944,Enel GO,2021-10-22,2022-10-21,A2,Azul,Ponta,R$/kW,12.54,0.0
220946,Enel GO,2021-10-22,2022-10-21,A2,Azul,Ponta,R$/MWh,65.64,466.35
220996,Enel GO,2021-10-22,2022-10-21,A3,Azul APE,Fora ponta,R$/kW,10.57,0.0
220998,Enel GO,2021-10-22,2022-10-21,A3,Azul APE,Fora ponta,R$/MWh,14.28,0.0
221000,Enel GO,2021-10-22,2022-10-21,A3,Azul,Fora ponta,R$/kW,10.57,0.0
221002,Enel GO,2021-10-22,2022-10-21,A3,Azul,Fora ponta,R$/MWh,71.25,287.91
221004,Enel GO,2021-10-22,2022-10-21,A3,Azul APE,Ponta,R$/kW,20.31,0.0
221006,Enel GO,2021-10-22,2022-10-21,A3,Azul APE,Ponta,R$/MWh,14.28,0.0
221008,Enel GO,2021-10-22,2022-10-21,A3,Azul,Ponta,R$/kW,20.31,0.0
221010,Enel GO,2021-10-22,2022-10-21,A3,Azul,Ponta,R$/MWh,71.25,466.35
221014,Enel GO,2021-10-22,2022-10-21,A3a,Azul APE,Fora ponta,R$/kW,22.49,0.0
221016,Enel GO,2021-10-22,2022-10-21,A3a,Azul APE,Fora ponta,R$/MWh,25.76,0.0
221018,Enel GO,2021-10-22,2022-10-21,A3a,Azul,Fora ponta,R$/kW,22.49,0.0
221020,Enel GO,2021-10-22,2022-10-21,A3a,Azul,Fora ponta,R$/MWh,96.41,287.91
221022,Enel GO,2021-10-22,2022-10-21,A3a,Azul APE,Ponta,R$/kW,55.01,0.0
221024,Enel GO,2021-10-22,2022-10-21,A3a,Azul APE,Ponta,R$/MWh,25.76,0.0
221026,Enel GO,2021-10-22,2022-10-21,A3a,Azul,Ponta,R$/kW,55.01,0.0
221028,Enel GO,2021-10-22,2022-10-21,A3a,Azul,Ponta,R$/MWh,96.41,466.35
221040,Enel GO,2021-10-22,2022-10-21,A3a,Verde APE,Fora ponta,R$/MWh,25.76,0.0
221042,Enel GO,2021-10-22,2022-10-21,A3a,Verde,Fora ponta,R$/MWh,96.41,287.91
221044,Enel GO,2021-10-22,2022-10-21,A3a,Verde APE,Não se aplica,R$/kW,22.49,0.0
221046,Enel GO,2021-10-22,2022-10-21,A3a,Verde,Não se aplica,R$/kW,22.49,0.0
221048,Enel GO,2021-10-22,2022-10-21,A3a,Verde APE,Ponta,R$/MWh,1361.16,0.0
221050,Enel GO,2021-10-22,2022-10-21,A3a,Verde,Ponta,R$/MWh,1431.81,466.35
221052,Enel GO,2021-10-22,2022-10-21,A4,Azul APE,Fora ponta,R$/kW,22.49,0.0
221054,Enel GO,2021-10-22,2022-10-21,A4,Azul APE,Fora ponta,R$/MWh,25.76,0.0
221056,Enel GO,2021-10-22,2022-10-21,A4,Azul,Fora ponta,R$/kW,22.49,0.0
221058,Enel GO,2021-10-22,2022-10-21,A4,Azul,Fora ponta,R$/MWh,96.41,287.91
221060,Enel GO,2021-10-22,2022-10-21,A4,Azul APE,Ponta,R$/kW,55.01,0.0
221062,Enel GO,2021-10-22,2022-10-21,A4,Azul APE,Ponta,R$/MWh,25.76,0.0
221064,Enel GO,2021-10-22,2022-10-21,A4,Azul,Ponta,R$/kW,55.01,0.0
221066,Enel GO,2021-10-22,2022-10-21,A4,Azul,Ponta,R$/MWh,96.41,466.35
221072,Enel GO,2021-10-22,2022-10-21,A4,Verde APE,Fora ponta,R$/MWh,25.76,0.0
221074,Enel GO,2021-10-22,2022-10-21,A4,Verde,Fora ponta,R$/MWh,96.41,287.91
221076,Enel GO,2021-10-22,2022-10-21,A4,Verde APE,Não se aplica,R$/kW,22.49,0.0
221078,Enel GO,2021-10-22,2022-10-21,A4,Verde,Não se aplica,R$/kW,22.49,0.0
221080,Enel GO,2021-10-22,2022-10-21,A4,Verde APE,Ponta,R$/MWh,1361.16,0.0
221082,Enel GO,2021-10-22,2022-10-21,A4,Verde,Ponta,R$/MWh,1431.81,466.35
221145,Enel GO,2022-10-22,2023-10-21,A2,Azul APE,Fora ponta,R$/kW,9.4,0.0
221147,Enel GO,2022-10-22,2023-10-21,A2,Azul APE,Fora ponta,R$/MWh,8.57,0.0
221149,Enel GO,2022-10-22,2023-10-21,A2,Azul,Fora ponta,R$/kW,9.4,0.0
221151,Enel GO,2022-10-22,2023-10-21,A2,Azul,Fora ponta,R$/MWh,97.87,272.82
221155,Enel GO,2022-10-22,2023-10-21,A2,Azul APE,Ponta,R$/kW,13.25,0.0
221157,Enel GO,2022-10-22,2023-10-21,A2,Azul APE,Ponta,R$/MWh,8.57,0.0
221159,Enel GO,2022-10-22,2023-10-21,A2,Azul,Ponta,R$/kW,13.25,0.0
221161,Enel GO,2022-10-22,2023-10-21,A2,Azul,Ponta,R$/MWh,97.87,437.01
221215,Enel GO,2022-10-22,2023-10-21,A3,Azul APE,Fora ponta,R$/kW,11.23,0.0
221217,Enel GO,2022-10-22,2023-10-21,A3,Azul APE,Fora ponta,R$/MWh,13.73,0.0
221219,Enel GO,2022-10-22,2023-10-21,A3,Azul,Fora ponta,R$/kW,11.23,0.0
221221,Enel GO,2022-10-22,2023-10-21,A3,Azul,Fora ponta,R$/MWh,103.03,272.82
221225,Enel GO,2022-10-22,2023-10-21,A3,Azul APE,Ponta,R$/kW,20.98,0.0
221227,Enel GO,2022-10-22,2023-10-21,A3,Azul APE,Ponta,R$/MWh,13.73,0.0
221229,Enel GO,2022-10-22,2023-10-21,A3,Azul,Ponta,R$/kW,20.98,0.0
221231,Enel GO,2022-10-22,2023-10-21,A3,Azul,Ponta,R$/MWh,103.03,437.01
221237,Enel GO,2022-10-22,2023-10-21,A3a,Azul APE,Fora ponta,R$/kW,22.94,0.0
221239,Enel GO,2022-10-22,2023-10-21,A3a,Azul APE,Fora ponta,R$/MWh,24.68,0.0
221241,Enel GO,2022-10-22,2023-10-21,A3a,Azul,Fora ponta,R$/kW,22.94,0.0
221243,Enel GO,2022-10-22,2023-10-21,A3a,Azul,Fora ponta,R$/MWh,139.33,272.82
221247,Enel GO,2022-10-22,2023-10-21,A3a,Azul APE,Ponta,R$/kW,55.05,0.0
221249,Enel GO,2022-10-22,2023-10-21,A3a,Azul APE,Ponta,R$/MWh,24.68,0.0
221251,Enel GO,2022-10-22,2023-10-21,A3a,Azul,Ponta,R$/kW,55.05,0.0
221253,Enel GO,2022-10-22,2023-10-21,A3a,Azul,Ponta,R$/MWh,139.33,437.01
221269,Enel GO,2022-10-22,2023-10-21,A3a,Verde APE,Fora ponta,R$/MWh,24.68,0.0
221271,Enel GO,2022-10-22,2023-10-21,A3a,Verde,Fora ponta,R$/MWh,139.33,272.82
221275,Enel GO,2022-10-22,2023-10-21,A3a,Verde APE,Não se aplica,R$/kW,22.94,0.0
221277,Enel GO,2022-10-22,2023-10-21,A3a,Verde,Não se aplica,R$/kW,22.94,0.0
221279,Enel GO,2022-10-22,2023-10-21,A3a,Verde APE,Ponta,R$/MWh,1359.11,0.0
221281,Enel GO,2022-10-22,2023-10-21,A3a,Verde,Ponta,R$/MWh,1473.76,437.01
221285,Enel GO,2022-10-22,2023-10-21,A4,Azul APE,Fora ponta,R$/kW,22.94,0.0
221287,Enel GO,2022-10-22,2023-10-21,A4,Azul APE,Fora ponta,R$/MWh,24.68,0.0
221289,Enel GO,2022-10-22,2023-10-21,A4,Azul,Fora ponta,R$/kW,22.94,0.0
221291,Enel GO,2022-10-22,2023-10-21,A4,Azul,Fora ponta,R$/MWh,139.33,272.82
221295,Enel GO,2022-10-22,2023-10-21,A4,Azul APE,Ponta,R$/kW,55.05,0.0
221297,Enel GO,2022-10-22,2023-10-21,A4,Azul APE,Ponta,R$/MWh,24.68,0.0
221299,Enel GO,2022-10-22,2023-10-21,A4,Azul,Ponta,R$/kW,55.05,0.0
221301,Enel GO,2022-10-22,2023-10-21,A4,Azul,Ponta,R$/MWh,139.33,437.01
221311,Enel GO,2022-10-22,2023-10-21,A4,Verde APE,Fora ponta,R$/MWh,24.68,0.0
221313,Enel GO,2022-10-22,2023-10-21,A4,Verde,Fora ponta,R$/MWh,139.33,272.82
221317,Enel GO,2022-10-22,2023-10-21,A4,Verde APE,Não se aplica,R$/kW,22.94,0.0
221319,Enel GO,2022-10-22,2023-10-21,A4,Verde,Não se aplica,R$/kW,22.94,0.0
221321,Enel GO,2022-10-22,2023-10-21,A4,Verde APE,Ponta,R$/MWh,1359.11,0.0
221323,Enel GO,2022-10-22,2023-10-21,A4,Verde,Ponta,R$/MWh,1473.76,437.01
221448,Enel GO,2023-10-22,2024-10-21,A2,Azul APE,Fora ponta,R$/kW,14.59,0.0
221449,Enel GO,2023-10-22,2024-10-21,A2,Azul APE,Fora ponta,R$/MWh,4.16,0.0
221452,Enel GO,2023-10-22,2024-10-21,A2,Azul,Fora ponta,R$/kW,14.59,0.0
221453,Enel GO,2023-10-22,2024-10-21,A2,Azul,Fora ponta,R$/MWh,60.56,266.93
221457,Enel GO,2023-10-22,2024-10-21,A2,Azul APE,Ponta,R$/kW,20.35,0.0
221459,Enel GO,2023-10-22,2024-10-21,A2,Azul APE,Ponta,R$/MWh,4.16,0.0
221461,Enel GO,2023-10-22,2024-10-21,A2,Azul,Ponta,R$/kW,20.35,0.0
221463,Enel GO,2023-10-22,2024-10-21,A2,Azul,Ponta,R$/MWh,60.56,419.47
221518,Enel GO,2023-10-22,2024-10-21,A3,Azul APE,Fora ponta,R$/kW,16.32,0.0
221519,Enel GO,2023-10-22,2024-10-21,A3,Azul APE,Fora ponta,R$/MWh,12.43,0.0
221522,Enel GO,2023-10-22,2024-10-21,A3,Azul,Fora ponta,R$/kW,16.32,0.0
221523,Enel GO,2023-10-22,2024-10-21,A3,Azul,Fora ponta,R$/MWh,68.84,266.93
221527,Enel GO,2023-10-22,2024-10-21,A3,Azul APE,Ponta,R$/kW,30.33,0.0
221529,Enel GO,2023-10-22,2024-10-21,A3,Azul APE,Ponta,R$/MWh,12.43,0.0
221531,Enel GO,2023-10-22,2024-10-21,A3,Azul,Ponta,R$/kW,30.33,0.0
221533,Enel GO,2023-10-22,2024-10-21,A3,Azul,Ponta,R$/MWh,68.84,419.47
221539,Enel GO,2023-10-22,2024-10-21,A3a,Azul APE,Fora ponta,R$/kW,25.22,0.0
221541,Enel GO,2023-10-22,2024-10-21,A3a,Azul APE,Fora ponta,R$/MWh,20.71,0.0
221543,Enel GO,2023-10-22,2024-10-21,A3a,Azul,Fora ponta,R$/kW,25.22,0.0
221545,Enel GO,2023-10-22,2024-10-21,A3a,Azul,Fora ponta,R$/MWh,97.83,268.5
221549,Enel GO,2023-10-22,2024-10-21,A3a,Azul APE,Ponta,R$/kW,60.85,0.0
221551,Enel GO,2023-10-22,2024-10-21,A3a,Azul APE,Ponta,R$/MWh,20.71,0.0
221553,Enel GO,2023-10-22,2024-10-21,A3a,Azul,Ponta,R$/kW,60.85,0.0
221555,Enel GO,2023-10-22,2024-10-21,A3a,Azul,Ponta,R$/MWh,97.83,421.04
221573,Enel GO,2023-10-22,2024-10-21,A3a,Verde APE,Fora ponta,R$/MWh,20.71,0.0
221575,Enel GO,2023-10-22,2024-10-21,A3a,Verde,Fora ponta,R$/MWh,97.83,268.5
221579,Enel GO,2023-10-22,2024-10-21,A3a,Verde APE,Não se aplica,R$/kW,25.22,0.0
221581,Enel GO,2023-10-22,2024-10-21,A3a,Verde,Não se aplica,R$/kW,25.22,0.0
221583,Enel GO,2023-10-22,2024-10-21,A3a,Verde APE,Ponta,R$/MWh,1494.62,0.0
221585,Enel GO,2023-10-22,2024-10-21,A3a,Verde,Ponta,R$/MWh,1571.74,421.04
221589,Enel GO,2023-10-22,2024-10-21,A4,Azul APE,Fora ponta,R$/kW,25.22,0.0
221591,Enel GO,2023-10-22,2024-10-21,A4,Azul APE,Fora ponta,R$/MWh,20.71,0.0
221593,Enel GO,2023-10-22,2024-10-21,A4,Azul,Fora ponta,R$/kW,25.22,0.0
221595,Enel GO,2023-10-22,2024-10-21,A4,Azul,Fora ponta,R$/MWh,97.83,268.5
221599,Enel GO,2023-10-22,2024-10-21,A4,Azul APE,Ponta,R$/kW,60.85,0.0
221601,Enel GO,2023-10-22,2024-10-21,A4,Azul APE,Ponta,R$/MWh,20.71,0.0
221603,Enel GO,2023-10-22,2024-10-21,A4,Azul,Ponta,R$/kW,60.85,0.0
221605,Enel GO,2023-10-22,2024-10-21,A4,Azul,Ponta,R$/MWh,97.83,421.04
221613,Enel GO,2023-10-22,2024-10-21,A4,Verde APE,Fora ponta,R$/MWh,20.71,0.0
221615,Enel GO,2023-10-22,2024-10-21,A4,Verde,Fora ponta,R$/MWh,97.83,268.5
221619,Enel GO,2023-10-22,2024-10-21,A4,Verde APE,Não se aplica,R$/kW,25.22,0.0
221621,Enel GO,2023-10-22,2024-10-21,A4,Verde,Não se aplica,R$/kW,25.22,0.0
221623,Enel GO,2023-10-22,2024-10-21,A4,Verde APE,Ponta,R$/MWh,1494.62,0.0
221625,Enel GO,2023-10-22,2024-10-21,A4,Verde,Ponta,R$/MWh,1571.74,421.04
221750,Enel RJ,2021-03-15,2022-03-14,A2,Azul APE,Fora ponta,R$/kW,17.19,0.0
221751,Enel RJ,2021-03-15,2022-03-14,A2,Azul APE,Fora ponta,R$/MWh,20.23,0.0
221754,Enel RJ,2021-03-15,2022-03-14,A2,Azul,Fora ponta,R$/kW,17.19,0.0
221755,Enel RJ,2021-03-15,2022-03-14,A2,Azul,Fora ponta,R$/MWh,81.35,257.46
221758,Enel RJ,2021-03-15,2022-03-14,A2,Azul APE,Ponta,R$/kW,32.11,0.0
221759,Enel RJ,2021-03-15,2022-03-14,A2,Azul APE,Ponta,R$/MWh,20.23,0.0
221762,Enel RJ,2021-03-15,2022-03-14,A2,Azul,Ponta,R$/kW,32.11,0.0
221763,Enel RJ,2021-03-15,2022-03-14,A2,Azul,Ponta,R$/MWh,81.35,400.99
221778,Enel RJ,2021-03-15,2022-03-14,A3,Azul APE,Fora ponta,R$/kW,24.27,0.0
221779,Enel RJ,2021-03-15,2022-03-14,A3,Azul APE,Fora ponta,R$/MWh,35.53,0.0
221782,Enel RJ,2021-03-15,2022-03-14,A3,Azul,Fora ponta,R$/kW,24.27,0.0
221783,Enel RJ,2021-03-15,2022-03-14,A3,Azul,Fora ponta,R$/MWh,96.64,257.46
221785,Enel RJ,2021-03-15,2022-03-14,A3,Azul APE,Ponta,R$/kW,55.45,0.0
221787,Enel RJ,2021-03-15,2022-03-14,A3,Azul APE,Ponta,R$/MWh,35.53,0.0
221789,Enel RJ,2021-03-15,2022-03-14,A3,Azul,Ponta,R$/kW,55.45,0.0
221791,Enel RJ,2021-03-15,2022-03-14,A3,Azul,Ponta,R$/MWh,96.64,400.99
221802,Enel RJ,2021-03-15,2022-03-14,A3a,Azul APE,Fora ponta,R$/kW,29.38,0.0
221803,Enel RJ,2021-03-15,2022-03-14,A3a,Azul APE,Fora ponta,R$/MWh,47.08,0.0
221806,Enel RJ,2021-03-15,2022-03-14,A3a,Azul,Fora ponta,R$/kW,29.38,0.0
221807,Enel RJ,2021-03-15,2022-03-14,A3a,Azul,Fora ponta,R$/MWh,123.53,257.46
221809,Enel RJ,2021-03-15,2022-03-14,A3a,Azul APE,Ponta,R$/kW,68.76,0.0
221811,Enel RJ,2021-03-15,2022-03-14,A3a,Azul APE,Ponta,R$/MWh,47.08,0.0
221813,Enel RJ,2021-03-15,2022-03-14,A3a,Azul,Ponta,R$/kW,68.76,0.0
221815,Enel RJ,2021-03-15,2022-03-14,A3a,Azul,Ponta,R$/MWh,123.53,400.99
221829,Enel RJ,2021-03-15,2022-03-14,A3a,Verde APE,Fora ponta,R$/MWh,47.08,0.0
221831,Enel RJ,2021-03-15,2022-03-14,A3a,Verde,Fora ponta,R$/MWh,123.53,257.46
221834,Enel RJ,2021-03-15,2022-03-14,A3a,Verde APE,Não se aplica,R$/kW,29.38,0.0
221836,Enel RJ,2021-03-15,2022-03-14,A3a,Verde,Não se aplica,R$/kW,29.38,0.0
221837,Enel RJ,2021-03-15,2022-03-14,A3a,Verde APE,Ponta,R$/MWh,1717.51,0.0
221839,Enel RJ,2021-03-15,2022-03-14,A3a,Verde,Ponta,R$/MWh,1793.96,400.99
221842,Enel RJ,2021-03-15,2022-03-14,A4,Azul APE,Fora ponta,R$/kW,29.38,0.0
221843,Enel RJ,2021-03-15,2022-03-14,A4,Azul APE,Fora ponta,R$/MWh,47.08,0.0
221846,Enel RJ,2021-03-15,2022-03-14,A4,Azul,Fora ponta,R$/kW,29.38,0.0
221847,Enel RJ,2021-03-15,2022-03-14,A4,Azul,Fora ponta,R$/MWh,123.53,257.46
221849,Enel RJ,2021-03-15,2022-03-14,A4,Azul APE,Ponta,R$/kW,68.76,0.0
221851,Enel RJ,2021-03-15,2022-03-14,A4,Azul APE,Ponta,R$/MWh,47.08,0.0
221853,Enel RJ,2021-03-15,2022-03-14,A4,Azul,Ponta,R$/kW,68.76,0.0
221855,Enel RJ,2021-03-15,2022-03-14,A4,Azul,Ponta,R$/MWh,123.53,400.99
221877,Enel RJ,2021-03-15,2022-03-14,A4,Verde APE,Fora ponta,R$/MWh,47.08,0.0
221879,Enel RJ,2021-03-15,2022-03-14,A4,Verde,Fora ponta,R$/MWh,123.53,257.46
221882,Enel RJ,2021-03-15,2022-03-14,A4,Verde APE,Não se aplica,R$/kW,29.38,0.0
221884,Enel RJ,2021-03-15,2022-03-14,A4,Verde,Não se aplica,R$/kW,29.38,0.0
221885,Enel RJ,2021-03-15,2022-03-14,A4,Verde APE,Ponta,R$/MWh,1717.51,0.0
221887,Enel RJ,2021-03-15,2022-03-14,A4,Verde,Ponta,R$/MWh,1793.96,400.99
221952,Enel RJ,2022-03-15,2022-07-12,A2,Azul APE,Fora ponta,R$/kW,15.84,0.0
221954,Enel RJ,2022-03-15,2022-07-12,A2,Azul APE,Fora ponta,R$/MWh,22.79,0.0
221956,Enel RJ,2022-03-15,2022-07-12,A2,Azul,Fora ponta,R$/kW,15.84,0.0
221958,Enel RJ,2022-03-15,2022-07-12,A2,Azul,Fora ponta,R$/MWh,107.58,304.25
221961,Enel RJ,2022-03-15,2022-07-12,A2,Azul APE,Ponta,R$/kW,31.71,0.0
221964,Enel RJ,2022-03-15,2022-07-12,A2,Azul APE,Ponta,R$/MWh,22.79,0.0
221965,Enel RJ,2022-03-15,2022-07-12,A2,Azul,Ponta,R$/kW,31.71,0.0
221968,Enel RJ,2022-03-15,2022-07-12,A2,Azul,Ponta,R$/MWh,107.58,472.44
221983,Enel RJ,2022-03-15,2022-07-12,A3,Azul APE,Fora ponta,R$/kW,24.1,0.0
221986,Enel RJ,2022-03-15,2022-07-12,A3,Azul APE,Fora ponta,R$/MWh,43.04,0.0
221987,Enel RJ,2022-03-15,2022-07-12,A3,Azul,Fora ponta,R$/kW,24.1,0.0
221990,Enel RJ,2022-03-15,2022-07-12,A3,Azul,Fora ponta,R$/MWh,127.83,304.25
221993,Enel RJ,2022-03-15,2022-07-12,A3,Azul APE,Ponta,R$/kW,58.38,0.0
221996,Enel RJ,2022-03-15,2022-07-12,A3,Azul APE,Ponta,R$/MWh,43.04,0.0
221997,Enel RJ,2022-03-15,2022-07-12,A3,Azul,Ponta,R$/kW,58.38,0.0
222000,Enel RJ,2022-03-15,2022-07-12,A3,Azul,Ponta,R$/MWh,127.83,472.44
222011,Enel RJ,2022-03-15,2022-07-12,A3a,Azul APE,Fora ponta,R$/kW,29.72,0.0
222014,Enel RJ,2022-03-15,2022-07-12,A3a,Azul APE,Fora ponta,R$/MWh,58.94,0.0
222015,Enel RJ,2022-03-15,2022-07-12,A3a,Azul,Fora ponta,R$/kW,29.72,0.0
222018,Enel RJ,2022-03-15,2022-07-12,A3a,Azul,Fora ponta,R$/MWh,168.06,304.25
222021,Enel RJ,2022-03-15,2022-07-12,A3a,Azul APE,Ponta,R$/kW,73.0,0.0
222024,Enel RJ,2022-03-15,2022-07-12,A3a,Azul APE,Ponta,R$/MWh,58.94,0.0
222025,Enel RJ,2022-03-15,2022-07-12,A3a,Azul,Ponta,R$/kW,73.0,0.0
222028,Enel RJ,2022-03-15,2022-07-12,A3a,Azul,Ponta,R$/MWh,168.06,472.44
